patient_id,sequence_id,frame_index,image_path,mask_path,timestamp,split,still
us_imu_20260909_160656,S00,95,images/us_imu_20260909_160656_00095.png,,9.499,train,0
us_imu_20260909_160656,S00,96,images/us_imu_20260909_160656_00096.png,,9.595,train,0
us_imu_20260909_160656,S00,97,images/us_imu_20260909_160656_00097.png,,9.696,train,0
us_imu_20260909_160656,S00,98,images/us_imu_20260909_160656_00098.png,,9.797,train,0
us_imu_20260909_160656,S00,99,images/us_imu_20260909_160656_00099.png,,9.894,train,0
us_imu_20260909_160656,S00,100,images/us_imu_20260909_160656_00100.png,,9.994,train,0
us_imu_20260909_160656,S00,101,images/us_imu_20260909_160656_00101.png,,10.097,train,0
us_imu_20260909_160656,S00,102,images/us_imu_20260909_160656_00102.png,,10.194,train,0
us_imu_20260909_160656,S00,103,images/us_imu_20260909_160656_00103.png,,10.295,train,0
us_imu_20260909_160656,S00,104,images/us_imu_20260909_160656_00104.png,,10.398,train,0
us_imu_20260909_160656,S00,105,images/us_imu_20260909_160656_00105.png,,10.495,train,0
us_imu_20260909_160656,S00,106,images/us_imu_20260909_160656_00106.png,,10.597,train,0
us_imu_20260909_160656,S00,107,images/us_imu_20260909_160656_00107.png,,10.696,train,0
us_imu_20260909_160656,S00,108,images/us_imu_20260909_160656_00108.png,,10.798,train,1
us_imu_20260909_160656,S00,109,images/us_imu_20260909_160656_00109.png,masks/us_imu_20260909_160656_00109.png,10.884,train,1
us_imu_20260909_160656,S00,110,images/us_imu_20260909_160656_00110.png,,10.996,train,0
us_imu_20260909_160656,S00,111,images/us_imu_20260909_160656_00111.png,,11.100,train,0
us_imu_20260909_160656,S00,112,images/us_imu_20260909_160656_00112.png,,11.186,train,0
us_imu_20260909_160656,S00,113,images/us_imu_20260909_160656_00113.png,,11.297,train,0
us_imu_20260909_160656,S00,114,images/us_imu_20260909_160656_00114.png,,11.393,train,0
us_imu_20260909_160656,S00,115,images/us_imu_20260909_160656_00115.png,,11.495,train,0
us_imu_20260909_160656,S00,116,images/us_imu_20260909_160656_00116.png,,11.597,train,0
us_imu_20260909_160656,S00,117,images/us_imu_20260909_160656_00117.png,,11.630,train,0
us_imu_20260909_160656,S00,118,images/us_imu_20260909_160656_00118.png,,11.797,train,0
us_imu_20260909_160656,S00,119,images/us_imu_20260909_160656_00119.png,,11.900,train,0
us_imu_20260909_160656,S00,120,images/us_imu_20260909_160656_00120.png,,11.992,train,0
us_imu_20260909_160656,S00,121,images/us_imu_20260909_160656_00121.png,,12.103,train,0
us_imu_20260909_160656,S00,122,images/us_imu_20260909_160656_00122.png,,12.194,train,0
us_imu_20260909_160656,S00,123,images/us_imu_20260909_160656_00123.png,,12.302,train,0
us_imu_20260909_160656,S00,124,images/us_imu_20260909_160656_00124.png,,12.392,train,0
us_imu_20260909_160656,S00,125,images/us_imu_20260909_160656_00125.png,,12.498,train,0
us_imu_20260909_160656,S00,126,images/us_imu_20260909_160656_00126.png,,12.599,train,0
us_imu_20260909_160656,S00,127,images/us_imu_20260909_160656_00127.png,,12.694,train,0
us_imu_20260909_160656,S00,128,images/us_imu_20260909_160656_00128.png,,12.799,train,0
us_imu_20260909_160656,S00,129,images/us_imu_20260909_160656_00129.png,,12.891,train,0
us_imu_20260909_160656,S00,130,images/us_imu_20260909_160656_00130.png,,12.995,train,0
us_imu_20260909_160656,S00,131,images/us_imu_20260909_160656_00131.png,,13.098,train,0
us_imu_20260909_160656,S00,132,images/us_imu_20260909_160656_00132.png,,13.197,train,0
us_imu_20260909_160656,S00,133,images/us_imu_20260909_160656_00133.png,,13.302,train,1
us_imu_20260909_160656,S00,134,images/us_imu_20260909_160656_00134.png,,13.391,train,1
us_imu_20260909_160656,S00,135,images/us_imu_20260909_160656_00135.png,,13.494,train,1
us_imu_20260909_160656,S00,136,images/us_imu_20260909_160656_00136.png,,13.601,train,1
us_imu_20260909_160656,S00,137,images/us_imu_20260909_160656_00137.png,,13.692,train,1
us_imu_20260909_160656,S00,138,images/us_imu_20260909_160656_00138.png,,13.788,train,1
us_imu_20260909_160656,S00,139,images/us_imu_20260909_160656_00139.png,,13.899,train,0
us_imu_20260909_160656,S00,140,images/us_imu_20260909_160656_00140.png,,14.000,train,0
us_imu_20260909_160656,S00,141,images/us_imu_20260909_160656_00141.png,,14.100,train,0
us_imu_20260909_160656,S00,142,images/us_imu_20260909_160656_00142.png,,14.199,train,0
us_imu_20260909_160656,S00,143,images/us_imu_20260909_160656_00143.png,,14.301,train,0
us_imu_20260909_160656,S00,144,images/us_imu_20260909_160656_00144.png,,14.397,train,0
us_imu_20260909_160656,S00,145,images/us_imu_20260909_160656_00145.png,,14.487,train,0
us_imu_20260909_160656,S00,146,images/us_imu_20260909_160656_00146.png,,14.593,train,0
us_imu_20260909_160656,S00,147,images/us_imu_20260909_160656_00147.png,,14.699,train,0
us_imu_20260909_160656,S00,148,images/us_imu_20260909_160656_00148.png,,14.794,train,0
us_imu_20260909_160656,S00,149,images/us_imu_20260909_160656_00149.png,,14.896,train,1
us_imu_20260909_160656,S00,150,images/us_imu_20260909_160656_00150.png,,14.996,train,0
us_imu_20260909_160656,S00,151,images/us_imu_20260909_160656_00151.png,,15.086,train,0
us_imu_20260909_160656,S00,152,images/us_imu_20260909_160656_00152.png,,15.197,train,0
us_imu_20260909_160656,S00,153,images/us_imu_20260909_160656_00153.png,,15.295,train,0
us_imu_20260909_160656,S00,154,images/us_imu_20260909_160656_00154.png,,15.387,train,0
us_imu_20260909_160656,S00,155,images/us_imu_20260909_160656_00155.png,,15.488,train,0
us_imu_20260909_160656,S00,156,images/us_imu_20260909_160656_00156.png,,15.598,train,0
us_imu_20260909_160656,S00,157,images/us_imu_20260909_160656_00157.png,,15.698,train,0
us_imu_20260909_160656,S00,158,images/us_imu_20260909_160656_00158.png,,15.798,train,0
us_imu_20260909_160656,S00,159,images/us_imu_20260909_160656_00159.png,,15.895,train,0
us_imu_20260909_160656,S00,160,images/us_imu_20260909_160656_00160.png,,15.988,train,0
us_imu_20260909_160656,S00,161,images/us_imu_20260909_160656_00161.png,,16.099,train,0
us_imu_20260909_160656,S00,162,images/us_imu_20260909_160656_00162.png,,16.195,train,0
us_imu_20260909_160656,S00,163,images/us_imu_20260909_160656_00163.png,,16.293,train,0
us_imu_20260909_160656,S00,164,images/us_imu_20260909_160656_00164.png,,16.387,train,0
us_imu_20260909_160656,S00,165,images/us_imu_20260909_160656_00165.png,,16.495,train,0
us_imu_20260909_160656,S00,166,images/us_imu_20260909_160656_00166.png,,16.599,train,0
us_imu_20260909_160656,S00,167,images/us_imu_20260909_160656_00167.png,,16.699,train,0
us_imu_20260909_160656,S00,168,images/us_imu_20260909_160656_00168.png,,16.789,train,0
us_imu_20260909_160656,S00,169,images/us_imu_20260909_160656_00169.png,,16.898,train,0
us_imu_20260909_160656,S00,170,images/us_imu_20260909_160656_00170.png,,16.988,train,0
us_imu_20260909_160656,S00,171,images/us_imu_20260909_160656_00171.png,,17.102,train,0
us_imu_20260909_160656,S00,172,images/us_imu_20260909_160656_00172.png,,17.193,train,0
us_imu_20260909_160656,S00,173,images/us_imu_20260909_160656_00173.png,,17.292,train,0
us_imu_20260909_160656,S00,174,images/us_imu_20260909_160656_00174.png,,17.384,train,0
us_imu_20260909_160656,S00,175,images/us_imu_20260909_160656_00175.png,,17.495,train,0
us_imu_20260909_160656,S00,176,images/us_imu_20260909_160656_00176.png,,17.590,train,0
us_imu_20260909_160656,S00,177,images/us_imu_20260909_160656_00177.png,,17.685,train,0
us_imu_20260909_160656,S00,178,images/us_imu_20260909_160656_00178.png,,17.797,train,0
us_imu_20260909_160656,S00,179,images/us_imu_20260909_160656_00179.png,,17.898,train,0
us_imu_20260909_160656,S00,180,images/us_imu_20260909_160656_00180.png,,17.988,train,0
us_imu_20260909_160656,S00,181,images/us_imu_20260909_160656_00181.png,,18.093,train,0
us_imu_20260909_160656,S00,182,images/us_imu_20260909_160656_00182.png,,18.197,train,0
us_imu_20260909_160656,S00,183,images/us_imu_20260909_160656_00183.png,,18.290,train,0
us_imu_20260909_160656,S00,184,images/us_imu_20260909_160656_00184.png,,18.400,train,0
us_imu_20260909_160656,S00,185,images/us_imu_20260909_160656_00185.png,,18.481,train,0
us_imu_20260909_160656,S00,186,images/us_imu_20260909_160656_00186.png,,18.585,train,0
us_imu_20260909_160656,S00,187,images/us_imu_20260909_160656_00187.png,,18.693,train,0
us_imu_20260909_160656,S00,188,images/us_imu_20260909_160656_00188.png,,18.790,train,0
us_imu_20260909_160656,S00,189,images/us_imu_20260909_160656_00189.png,,18.892,train,0
us_imu_20260909_160656,S00,190,images/us_imu_20260909_160656_00190.png,,18.926,train,0
us_imu_20260909_160656,S00,191,images/us_imu_20260909_160656_00191.png,masks/us_imu_20260909_160656_00191.png,19.100,train,0
us_imu_20260909_160656,S00,192,images/us_imu_20260909_160656_00192.png,,19.193,train,0
us_imu_20260909_160656,S00,193,images/us_imu_20260909_160656_00193.png,,19.299,train,0
us_imu_20260909_160656,S00,194,images/us_imu_20260909_160656_00194.png,,19.394,train,0
us_imu_20260909_160656,S00,195,images/us_imu_20260909_160656_00195.png,,19.497,train,0
us_imu_20260909_160656,S00,196,images/us_imu_20260909_160656_00196.png,,19.600,train,0
us_imu_20260909_160656,S00,197,images/us_imu_20260909_160656_00197.png,,19.693,train,0
us_imu_20260909_160656,S00,198,images/us_imu_20260909_160656_00198.png,,19.797,train,0
us_imu_20260909_160656,S00,199,images/us_imu_20260909_160656_00199.png,,19.893,train,0
us_imu_20260909_160656,S00,200,images/us_imu_20260909_160656_00200.png,,19.996,train,0
us_imu_20260909_160656,S00,201,images/us_imu_20260909_160656_00201.png,,20.097,train,0
us_imu_20260909_160656,S00,202,images/us_imu_20260909_160656_00202.png,,20.186,train,0
us_imu_20260909_160656,S00,203,images/us_imu_20260909_160656_00203.png,,20.297,train,0
us_imu_20260909_160656,S00,204,images/us_imu_20260909_160656_00204.png,,20.394,train,0
us_imu_20260909_160656,S00,205,images/us_imu_20260909_160656_00205.png,,20.492,train,0
us_imu_20260909_160656,S00,206,images/us_imu_20260909_160656_00206.png,,20.600,train,0
us_imu_20260909_160656,S00,207,images/us_imu_20260909_160656_00207.png,,20.697,train,0
us_imu_20260909_160656,S00,208,images/us_imu_20260909_160656_00208.png,,20.798,train,0
us_imu_20260909_160656,S00,209,images/us_imu_20260909_160656_00209.png,,20.881,train,0
us_imu_20260909_160656,S00,210,images/us_imu_20260909_160656_00210.png,,20.989,train,0
us_imu_20260909_160656,S00,211,images/us_imu_20260909_160656_00211.png,,21.093,train,0
us_imu_20260909_160656,S00,212,images/us_imu_20260909_160656_00212.png,,21.196,train,0
us_imu_20260909_160656,S00,213,images/us_imu_20260909_160656_00213.png,,21.291,train,0
us_imu_20260909_160656,S00,214,images/us_imu_20260909_160656_00214.png,,21.387,train,0
us_imu_20260909_160656,S00,215,images/us_imu_20260909_160656_00215.png,,21.498,train,0
us_imu_20260909_160656,S00,216,images/us_imu_20260909_160656_00216.png,,21.593,train,0
us_imu_20260909_160656,S00,217,images/us_imu_20260909_160656_00217.png,,21.688,train,0
us_imu_20260909_160656,S00,218,images/us_imu_20260909_160656_00218.png,,21.783,train,0
us_imu_20260909_160656,S00,219,images/us_imu_20260909_160656_00219.png,,21.897,train,0
us_imu_20260909_160656,S00,220,images/us_imu_20260909_160656_00220.png,,21.992,train,1
us_imu_20260909_160656,S00,221,images/us_imu_20260909_160656_00221.png,,22.094,train,1
us_imu_20260909_160656,S00,222,images/us_imu_20260909_160656_00222.png,,22.184,train,1
us_imu_20260909_160656,S00,223,images/us_imu_20260909_160656_00223.png,,22.304,train,1
us_imu_20260909_160656,S00,224,images/us_imu_20260909_160656_00224.png,,22.394,train,1
us_imu_20260909_160656,S00,225,images/us_imu_20260909_160656_00225.png,,22.495,train,1
us_imu_20260909_160656,S00,226,images/us_imu_20260909_160656_00226.png,,22.596,train,1
us_imu_20260909_160656,S00,227,images/us_imu_20260909_160656_00227.png,,22.700,train,1
us_imu_20260909_160656,S00,228,images/us_imu_20260909_160656_00228.png,,22.793,train,1
us_imu_20260909_160656,S00,229,images/us_imu_20260909_160656_00229.png,,22.897,train,1
us_imu_20260909_160656,S00,230,images/us_imu_20260909_160656_00230.png,masks/us_imu_20260909_160656_00230.png,22.991,train,1
us_imu_20260909_160656,S00,231,images/us_imu_20260909_160656_00231.png,,23.094,train,1
us_imu_20260909_160656,S00,232,images/us_imu_20260909_160656_00232.png,,23.198,train,1
us_imu_20260909_160656,S00,233,images/us_imu_20260909_160656_00233.png,,23.292,train,1
us_imu_20260909_160656,S00,234,images/us_imu_20260909_160656_00234.png,,23.403,train,1
us_imu_20260909_160656,S00,235,images/us_imu_20260909_160656_00235.png,,23.496,train,1
us_imu_20260909_160656,S00,236,images/us_imu_20260909_160656_00236.png,,23.593,train,1
us_imu_20260909_160656,S00,237,images/us_imu_20260909_160656_00237.png,,23.706,train,0
us_imu_20260909_160656,S00,238,images/us_imu_20260909_160656_00238.png,,23.797,train,0
us_imu_20260909_160656,S00,239,images/us_imu_20260909_160656_00239.png,,23.897,train,0
us_imu_20260909_160656,S00,240,images/us_imu_20260909_160656_00240.png,,23.997,train,0
us_imu_20260909_160656,S00,241,images/us_imu_20260909_160656_00241.png,,24.099,train,1
us_imu_20260909_160656,S00,242,images/us_imu_20260909_160656_00242.png,,24.194,train,1
us_imu_20260909_160656,S00,243,images/us_imu_20260909_160656_00243.png,,24.297,train,1
us_imu_20260909_160656,S00,244,images/us_imu_20260909_160656_00244.png,,24.392,train,1
us_imu_20260909_160656,S00,245,images/us_imu_20260909_160656_00245.png,,24.495,train,0
us_imu_20260909_160656,S00,246,images/us_imu_20260909_160656_00246.png,,24.592,train,0
us_imu_20260909_160656,S00,247,images/us_imu_20260909_160656_00247.png,,24.700,train,0
us_imu_20260909_160656,S00,248,images/us_imu_20260909_160656_00248.png,,24.797,train,0
us_imu_20260909_160656,S00,249,images/us_imu_20260909_160656_00249.png,,24.890,train,0
us_imu_20260909_160656,S00,250,images/us_imu_20260909_160656_00250.png,,24.997,train,0
us_imu_20260909_160656,S00,251,images/us_imu_20260909_160656_00251.png,,25.093,train,0
us_imu_20260909_160656,S00,252,images/us_imu_20260909_160656_00252.png,,25.197,train,0
us_imu_20260909_160656,S00,253,images/us_imu_20260909_160656_00253.png,,25.299,train,0
us_imu_20260909_160656,S00,254,images/us_imu_20260909_160656_00254.png,,25.399,train,0
us_imu_20260909_160656,S00,255,images/us_imu_20260909_160656_00255.png,,25.493,train,0
us_imu_20260909_160656,S00,256,images/us_imu_20260909_160656_00256.png,,25.598,train,0
us_imu_20260909_160656,S00,257,images/us_imu_20260909_160656_00257.png,,25.699,train,0
us_imu_20260909_160656,S00,258,images/us_imu_20260909_160656_00258.png,,25.792,train,0
us_imu_20260909_160656,S00,259,images/us_imu_20260909_160656_00259.png,,25.894,train,0
us_imu_20260909_160656,S00,260,images/us_imu_20260909_160656_00260.png,,25.994,train,0
us_imu_20260909_160656,S00,261,images/us_imu_20260909_160656_00261.png,,26.101,train,0
us_imu_20260909_160656,S00,262,images/us_imu_20260909_160656_00262.png,,26.186,train,0
us_imu_20260909_160656,S00,263,images/us_imu_20260909_160656_00263.png,,26.217,train,0
us_imu_20260909_160656,S00,264,images/us_imu_20260909_160656_00264.png,,26.400,train,0
us_imu_20260909_160656,S00,265,images/us_imu_20260909_160656_00265.png,,26.499,train,0
us_imu_20260909_160656,S00,266,images/us_imu_20260909_160656_00266.png,,26.583,train,0
us_imu_20260909_160656,S00,267,images/us_imu_20260909_160656_00267.png,,26.695,train,0
us_imu_20260909_160656,S00,268,images/us_imu_20260909_160656_00268.png,,26.790,train,0
us_imu_20260909_160656,S00,269,images/us_imu_20260909_160656_00269.png,,26.886,train,0
us_imu_20260909_160656,S00,270,images/us_imu_20260909_160656_00270.png,,26.995,train,0
us_imu_20260909_160656,S00,271,images/us_imu_20260909_160656_00271.png,,27.103,train,0
us_imu_20260909_160656,S00,272,images/us_imu_20260909_160656_00272.png,,27.188,train,0
us_imu_20260909_160656,S00,273,images/us_imu_20260909_160656_00273.png,,27.295,train,0
us_imu_20260909_160656,S00,274,images/us_imu_20260909_160656_00274.png,,27.399,train,0
us_imu_20260909_160656,S00,275,images/us_imu_20260909_160656_00275.png,,27.495,train,0
us_imu_20260909_160656,S00,276,images/us_imu_20260909_160656_00276.png,,27.592,train,1
us_imu_20260909_160656,S00,277,images/us_imu_20260909_160656_00277.png,,27.692,train,1
us_imu_20260909_160656,S00,278,images/us_imu_20260909_160656_00278.png,,27.801,train,1
us_imu_20260909_160656,S00,279,images/us_imu_20260909_160656_00279.png,,27.900,train,1
us_imu_20260909_160656,S00,280,images/us_imu_20260909_160656_00280.png,,27.998,train,0
us_imu_20260909_160656,S00,281,images/us_imu_20260909_160656_00281.png,,28.095,train,0
us_imu_20260909_160656,S00,282,images/us_imu_20260909_160656_00282.png,,28.193,train,1
us_imu_20260909_160656,S00,283,images/us_imu_20260909_160656_00283.png,,28.300,train,1
us_imu_20260909_160656,S00,284,images/us_imu_20260909_160656_00284.png,,28.392,train,0
us_imu_20260909_160656,S00,285,images/us_imu_20260909_160656_00285.png,,28.493,train,0
us_imu_20260909_160656,S00,286,images/us_imu_20260909_160656_00286.png,,28.596,train,0
us_imu_20260909_160656,S00,287,images/us_imu_20260909_160656_00287.png,,28.697,train,0
us_imu_20260909_160656,S00,288,images/us_imu_20260909_160656_00288.png,,28.802,train,0
us_imu_20260909_160656,S00,289,images/us_imu_20260909_160656_00289.png,,28.887,train,0
us_imu_20260909_160656,S00,290,images/us_imu_20260909_160656_00290.png,,28.997,train,0
us_imu_20260909_160656,S00,291,images/us_imu_20260909_160656_00291.png,,29.093,train,0
us_imu_20260909_160656,S00,292,images/us_imu_20260909_160656_00292.png,,29.188,train,0
us_imu_20260909_160656,S00,293,images/us_imu_20260909_160656_00293.png,,29.298,train,0
us_imu_20260909_160656,S00,294,images/us_imu_20260909_160656_00294.png,,29.393,train,0
us_imu_20260909_160656,S00,295,images/us_imu_20260909_160656_00295.png,,29.489,train,1
us_imu_20260909_160656,S00,296,images/us_imu_20260909_160656_00296.png,,29.598,train,0
us_imu_20260909_160656,S00,297,images/us_imu_20260909_160656_00297.png,,29.695,train,0
us_imu_20260909_160656,S00,298,images/us_imu_20260909_160656_00298.png,,29.797,train,0
us_imu_20260909_160656,S00,299,images/us_imu_20260909_160656_00299.png,,29.892,train,0
us_imu_20260909_160656,S00,300,images/us_imu_20260909_160656_00300.png,,29.993,train,0
us_imu_20260909_160656,S00,301,images/us_imu_20260909_160656_00301.png,,30.096,train,0
us_imu_20260909_160656,S00,302,images/us_imu_20260909_160656_00302.png,,30.193,train,0
us_imu_20260909_160656,S00,303,images/us_imu_20260909_160656_00303.png,,30.296,train,0
us_imu_20260909_160656,S00,304,images/us_imu_20260909_160656_00304.png,,30.394,train,0
us_imu_20260909_160656,S00,305,images/us_imu_20260909_160656_00305.png,,30.497,train,0
us_imu_20260909_160656,S00,306,images/us_imu_20260909_160656_00306.png,,30.596,train,0
