patient_id,frame_index,image_path,mask_path,labeled,timestamp
us_imu_20260909_163123,302,images/us_imu_20260909_163123_00302.png,masks/us_imu_20260909_163123_00302.png,0,30.2
us_imu_20260909_163123,358,images/us_imu_20260909_163123_00358.png,masks/us_imu_20260909_163123_00358.png,0,35.8
us_imu_20260909_163123,442,images/us_imu_20260909_163123_00442.png,masks/us_imu_20260909_163123_00442.png,0,44.2
us_imu_20260909_163123,499,images/us_imu_20260909_163123_00499.png,masks/us_imu_20260909_163123_00499.png,0,49.9
us_imu_20260909_163123,558,images/us_imu_20260909_163123_00558.png,masks/us_imu_20260909_163123_00558.png,0,55.8
us_imu_20260909_163123,632,images/us_imu_20260909_163123_00632.png,masks/us_imu_20260909_163123_00632.png,0,63.2
us_imu_20260909_163123,717,images/us_imu_20260909_163123_00717.png,masks/us_imu_20260909_163123_00717.png,0,71.7
us_imu_20260909_163123,782,images/us_imu_20260909_163123_00782.png,masks/us_imu_20260909_163123_00782.png,0,78.2
us_imu_20260909_163123,825,images/us_imu_20260909_163123_00825.png,masks/us_imu_20260909_163123_00825.png,0,82.5
us_imu_20260909_163123,889,images/us_imu_20260909_163123_00889.png,masks/us_imu_20260909_163123_00889.png,0,88.9
us_imu_20260909_163123,981,images/us_imu_20260909_163123_00981.png,masks/us_imu_20260909_163123_00981.png,0,98.1
us_imu_20260909_163323,62,images/us_imu_20260909_163323_00062.png,masks/us_imu_20260909_163323_00062.png,0,6.3
us_imu_20260909_163323,175,images/us_imu_20260909_163323_00175.png,masks/us_imu_20260909_163323_00175.png,0,17.6
us_imu_20260909_163323,225,images/us_imu_20260909_163323_00225.png,masks/us_imu_20260909_163323_00225.png,0,22.6
us_imu_20260909_163323,291,images/us_imu_20260909_163323_00291.png,masks/us_imu_20260909_163323_00291.png,0,29.2
us_imu_20260909_163323,357,images/us_imu_20260909_163323_00357.png,masks/us_imu_20260909_163323_00357.png,0,35.8
us_imu_20260909_163323,421,images/us_imu_20260909_163323_00421.png,masks/us_imu_20260909_163323_00421.png,0,42.2
us_imu_20260909_163323,483,images/us_imu_20260909_163323_00483.png,masks/us_imu_20260909_163323_00483.png,0,48.4
us_imu_20260909_163323,574,images/us_imu_20260909_163323_00574.png,masks/us_imu_20260909_163323_00574.png,0,57.4
us_imu_20260909_163323,650,images/us_imu_20260909_163323_00650.png,masks/us_imu_20260909_163323_00650.png,0,65.0
us_imu_20260909_163323,703,images/us_imu_20260909_163323_00703.png,masks/us_imu_20260909_163323_00703.png,0,70.4
us_imu_20260909_163323,751,images/us_imu_20260909_163323_00751.png,masks/us_imu_20260909_163323_00751.png,0,75.2
us_imu_20260909_163323,829,images/us_imu_20260909_163323_00829.png,masks/us_imu_20260909_163323_00829.png,0,83.0
us_imu_20260909_163323,886,images/us_imu_20260909_163323_00886.png,masks/us_imu_20260909_163323_00886.png,0,88.7
us_imu_20260909_163323,970,images/us_imu_20260909_163323_00970.png,masks/us_imu_20260909_163323_00970.png,0,97.0
us_imu_20260909_163511,51,images/us_imu_20260909_163511_00051.png,masks/us_imu_20260909_163511_00051.png,0,5.1
us_imu_20260909_163511,94,images/us_imu_20260909_163511_00094.png,masks/us_imu_20260909_163511_00094.png,0,9.4
us_imu_20260909_163511,182,images/us_imu_20260909_163511_00182.png,masks/us_imu_20260909_163511_00182.png,0,18.2
us_imu_20260909_163511,241,images/us_imu_20260909_163511_00241.png,masks/us_imu_20260909_163511_00241.png,0,24.1
us_imu_20260909_163511,294,images/us_imu_20260909_163511_00294.png,masks/us_imu_20260909_163511_00294.png,0,29.4
us_imu_20260909_163511,371,images/us_imu_20260909_163511_00371.png,masks/us_imu_20260909_163511_00371.png,0,37.1
us_imu_20260909_163511,453,images/us_imu_20260909_163511_00453.png,masks/us_imu_20260909_163511_00453.png,0,45.3
us_imu_20260909_163511,510,images/us_imu_20260909_163511_00510.png,masks/us_imu_20260909_163511_00510.png,0,51.0
us_imu_20260909_163511,574,images/us_imu_20260909_163511_00574.png,masks/us_imu_20260909_163511_00574.png,0,57.4
us_imu_20260909_163511,630,images/us_imu_20260909_163511_00630.png,masks/us_imu_20260909_163511_00630.png,0,63.0
us_imu_20260909_163511,705,images/us_imu_20260909_163511_00705.png,masks/us_imu_20260909_163511_00705.png,0,70.5
us_imu_20260909_163511,765,images/us_imu_20260909_163511_00765.png,masks/us_imu_20260909_163511_00765.png,0,76.5
us_imu_20260909_163511,841,images/us_imu_20260909_163511_00841.png,masks/us_imu_20260909_163511_00841.png,0,84.1
us_imu_20260909_163511,898,images/us_imu_20260909_163511_00898.png,masks/us_imu_20260909_163511_00898.png,0,89.8
us_imu_20260909_163511,962,images/us_imu_20260909_163511_00962.png,masks/us_imu_20260909_163511_00962.png,0,96.2
us_imu_20260909_164324,53,images/us_imu_20260909_164324_00053.png,masks/us_imu_20260909_164324_00053.png,0,5.3
us_imu_20260909_164324,170,images/us_imu_20260909_164324_00170.png,masks/us_imu_20260909_164324_00170.png,0,17.0
us_imu_20260909_164324,223,images/us_imu_20260909_164324_00223.png,masks/us_imu_20260909_164324_00223.png,0,22.3
us_imu_20260909_164324,293,images/us_imu_20260909_164324_00293.png,masks/us_imu_20260909_164324_00293.png,0,29.3
us_imu_20260909_164324,374,images/us_imu_20260909_164324_00374.png,masks/us_imu_20260909_164324_00374.png,0,37.4
us_imu_20260909_164324,445,images/us_imu_20260909_164324_00445.png,masks/us_imu_20260909_164324_00445.png,0,44.5
us_imu_20260909_164324,508,images/us_imu_20260909_164324_00508.png,masks/us_imu_20260909_164324_00508.png,0,50.8
us_imu_20260909_164324,555,images/us_imu_20260909_164324_00555.png,masks/us_imu_20260909_164324_00555.png,0,55.5
us_imu_20260909_164324,624,images/us_imu_20260909_164324_00624.png,masks/us_imu_20260909_164324_00624.png,0,62.4
us_imu_20260909_164324,692,images/us_imu_20260909_164324_00692.png,masks/us_imu_20260909_164324_00692.png,0,69.2
us_imu_20260909_164324,771,images/us_imu_20260909_164324_00771.png,masks/us_imu_20260909_164324_00771.png,0,77.1
us_imu_20260909_164324,822,images/us_imu_20260909_164324_00822.png,masks/us_imu_20260909_164324_00822.png,0,82.2
us_imu_20260909_164324,896,images/us_imu_20260909_164324_00896.png,masks/us_imu_20260909_164324_00896.png,0,89.6
us_imu_20260909_164324,961,images/us_imu_20260909_164324_00961.png,masks/us_imu_20260909_164324_00961.png,0,96.1
us_imu_20260909_164526,53,images/us_imu_20260909_164526_00053.png,masks/us_imu_20260909_164526_00053.png,0,5.3
us_imu_20260909_164526,106,images/us_imu_20260909_164526_00106.png,masks/us_imu_20260909_164526_00106.png,0,10.6
us_imu_20260909_164526,168,images/us_imu_20260909_164526_00168.png,masks/us_imu_20260909_164526_00168.png,0,16.8
us_imu_20260909_164526,235,images/us_imu_20260909_164526_00235.png,masks/us_imu_20260909_164526_00235.png,0,23.5
us_imu_20260909_164526,304,images/us_imu_20260909_164526_00304.png,masks/us_imu_20260909_164526_00304.png,0,30.4
us_imu_20260909_164526,358,images/us_imu_20260909_164526_00358.png,masks/us_imu_20260909_164526_00358.png,0,35.8
us_imu_20260909_164526,422,images/us_imu_20260909_164526_00422.png,masks/us_imu_20260909_164526_00422.png,0,42.2
us_imu_20260909_164526,506,images/us_imu_20260909_164526_00506.png,masks/us_imu_20260909_164526_00506.png,0,50.6
us_imu_20260909_164526,562,images/us_imu_20260909_164526_00562.png,masks/us_imu_20260909_164526_00562.png,0,56.2
us_imu_20260909_164526,617,images/us_imu_20260909_164526_00617.png,masks/us_imu_20260909_164526_00617.png,0,61.7
us_imu_20260909_164526,704,images/us_imu_20260909_164526_00704.png,masks/us_imu_20260909_164526_00704.png,0,70.4
us_imu_20260909_164526,760,images/us_imu_20260909_164526_00760.png,masks/us_imu_20260909_164526_00760.png,0,76.0
us_imu_20260909_164526,837,images/us_imu_20260909_164526_00837.png,masks/us_imu_20260909_164526_00837.png,0,83.7
us_imu_20260909_164526,905,images/us_imu_20260909_164526_00905.png,masks/us_imu_20260909_164526_00905.png,0,90.5
us_imu_20260909_164526,966,images/us_imu_20260909_164526_00966.png,masks/us_imu_20260909_164526_00966.png,0,96.6
us_imu_20260909_164740,63,images/us_imu_20260909_164740_00063.png,masks/us_imu_20260909_164740_00063.png,0,6.3
us_imu_20260909_164740,102,images/us_imu_20260909_164740_00102.png,masks/us_imu_20260909_164740_00102.png,0,10.2
us_imu_20260909_164740,172,images/us_imu_20260909_164740_00172.png,masks/us_imu_20260909_164740_00172.png,0,17.2
us_imu_20260909_164740,250,images/us_imu_20260909_164740_00250.png,masks/us_imu_20260909_164740_00250.png,0,25.0
us_imu_20260909_164740,289,images/us_imu_20260909_164740_00289.png,masks/us_imu_20260909_164740_00289.png,0,28.9
us_imu_20260909_164740,373,images/us_imu_20260909_164740_00373.png,masks/us_imu_20260909_164740_00373.png,0,37.3
us_imu_20260909_164740,434,images/us_imu_20260909_164740_00434.png,masks/us_imu_20260909_164740_00434.png,0,43.4
us_imu_20260909_164740,499,images/us_imu_20260909_164740_00499.png,masks/us_imu_20260909_164740_00499.png,0,49.9
us_imu_20260909_164740,563,images/us_imu_20260909_164740_00563.png,masks/us_imu_20260909_164740_00563.png,0,56.3
us_imu_20260909_164740,629,images/us_imu_20260909_164740_00629.png,masks/us_imu_20260909_164740_00629.png,0,62.9
us_imu_20260909_164740,700,images/us_imu_20260909_164740_00700.png,masks/us_imu_20260909_164740_00700.png,0,69.9
us_imu_20260909_164740,745,images/us_imu_20260909_164740_00745.png,masks/us_imu_20260909_164740_00745.png,0,74.5
us_imu_20260909_164740,811,images/us_imu_20260909_164740_00811.png,masks/us_imu_20260909_164740_00811.png,0,81.1
us_imu_20260909_164740,900,images/us_imu_20260909_164740_00900.png,masks/us_imu_20260909_164740_00900.png,0,90.0
us_imu_20260909_164740,966,images/us_imu_20260909_164740_00966.png,masks/us_imu_20260909_164740_00966.png,0,96.6
us_imu_20260909_164936,53,images/us_imu_20260909_164936_00053.png,masks/us_imu_20260909_164936_00053.png,0,5.2
us_imu_20260909_164936,88,images/us_imu_20260909_164936_00088.png,masks/us_imu_20260909_164936_00088.png,0,8.8
us_imu_20260909_164936,167,images/us_imu_20260909_164936_00167.png,masks/us_imu_20260909_164936_00167.png,0,16.7
us_imu_20260909_164936,255,images/us_imu_20260909_164936_00255.png,masks/us_imu_20260909_164936_00255.png,0,25.5
us_imu_20260909_164936,289,images/us_imu_20260909_164936_00289.png,masks/us_imu_20260909_164936_00289.png,0,28.9
us_imu_20260909_164936,386,images/us_imu_20260909_164936_00386.png,masks/us_imu_20260909_164936_00386.png,0,38.6
us_imu_20260909_164936,420,images/us_imu_20260909_164936_00420.png,masks/us_imu_20260909_164936_00420.png,0,42.0
us_imu_20260909_164936,503,images/us_imu_20260909_164936_00503.png,masks/us_imu_20260909_164936_00503.png,0,50.3
us_imu_20260909_164936,563,images/us_imu_20260909_164936_00563.png,masks/us_imu_20260909_164936_00563.png,0,56.3
us_imu_20260909_164936,633,images/us_imu_20260909_164936_00633.png,masks/us_imu_20260909_164936_00633.png,0,63.3
us_imu_20260909_164936,679,images/us_imu_20260909_164936_00679.png,masks/us_imu_20260909_164936_00679.png,0,67.9
us_imu_20260909_164936,744,images/us_imu_20260909_164936_00744.png,masks/us_imu_20260909_164936_00744.png,0,74.4
us_imu_20260909_164936,832,images/us_imu_20260909_164936_00832.png,masks/us_imu_20260909_164936_00832.png,0,83.2
us_imu_20260909_164936,883,images/us_imu_20260909_164936_00883.png,masks/us_imu_20260909_164936_00883.png,0,88.3
us_imu_20260909_164936,964,images/us_imu_20260909_164936_00964.png,masks/us_imu_20260909_164936_00964.png,0,96.4
us_imu_20260909_165248,65,images/us_imu_20260909_165248_00065.png,masks/us_imu_20260909_165248_00065.png,0,6.5
us_imu_20260909_165248,151,images/us_imu_20260909_165248_00151.png,masks/us_imu_20260909_165248_00151.png,0,15.1
us_imu_20260909_165248,218,images/us_imu_20260909_165248_00218.png,masks/us_imu_20260909_165248_00218.png,0,21.8
us_imu_20260909_165248,288,images/us_imu_20260909_165248_00288.png,masks/us_imu_20260909_165248_00288.png,0,28.8
us_imu_20260909_165248,387,images/us_imu_20260909_165248_00387.png,masks/us_imu_20260909_165248_00387.png,0,38.7
us_imu_20260909_165248,448,images/us_imu_20260909_165248_00448.png,masks/us_imu_20260909_165248_00448.png,0,44.8
us_imu_20260909_165248,510,images/us_imu_20260909_165248_00510.png,masks/us_imu_20260909_165248_00510.png,0,51.0
us_imu_20260909_165248,568,images/us_imu_20260909_165248_00568.png,masks/us_imu_20260909_165248_00568.png,0,56.8
us_imu_20260909_165248,639,images/us_imu_20260909_165248_00639.png,masks/us_imu_20260909_165248_00639.png,0,63.9
us_imu_20260909_165248,718,images/us_imu_20260909_165248_00718.png,masks/us_imu_20260909_165248_00718.png,0,71.8
us_imu_20260909_165248,758,images/us_imu_20260909_165248_00758.png,masks/us_imu_20260909_165248_00758.png,0,75.8
us_imu_20260909_165248,824,images/us_imu_20260909_165248_00824.png,masks/us_imu_20260909_165248_00824.png,0,82.4
us_imu_20260909_165248,889,images/us_imu_20260909_165248_00889.png,masks/us_imu_20260909_165248_00889.png,0,88.9
us_imu_20260909_165248,982,images/us_imu_20260909_165248_00982.png,masks/us_imu_20260909_165248_00982.png,0,98.2
us_imu_20260909_165434,50,images/us_imu_20260909_165434_00050.png,masks/us_imu_20260909_165434_00050.png,0,5.0
us_imu_20260909_165434,120,images/us_imu_20260909_165434_00120.png,masks/us_imu_20260909_165434_00120.png,0,12.0
us_imu_20260909_165434,163,images/us_imu_20260909_165434_00163.png,masks/us_imu_20260909_165434_00163.png,0,16.3
us_imu_20260909_165434,244,images/us_imu_20260909_165434_00244.png,masks/us_imu_20260909_165434_00244.png,0,24.4
us_imu_20260909_165434,311,images/us_imu_20260909_165434_00311.png,masks/us_imu_20260909_165434_00311.png,0,31.1
us_imu_20260909_165434,383,images/us_imu_20260909_165434_00383.png,masks/us_imu_20260909_165434_00383.png,0,38.3
us_imu_20260909_165434,446,images/us_imu_20260909_165434_00446.png,masks/us_imu_20260909_165434_00446.png,0,44.6
us_imu_20260909_165434,548,images/us_imu_20260909_165434_00548.png,masks/us_imu_20260909_165434_00548.png,0,54.8
us_imu_20260909_165434,596,images/us_imu_20260909_165434_00596.png,masks/us_imu_20260909_165434_00596.png,0,59.6
us_imu_20260909_165434,664,images/us_imu_20260909_165434_00664.png,masks/us_imu_20260909_165434_00664.png,0,66.4
us_imu_20260909_165434,720,images/us_imu_20260909_165434_00720.png,masks/us_imu_20260909_165434_00720.png,0,72.0
us_imu_20260909_165434,788,images/us_imu_20260909_165434_00788.png,masks/us_imu_20260909_165434_00788.png,0,78.8
us_imu_20260909_165434,830,images/us_imu_20260909_165434_00830.png,masks/us_imu_20260909_165434_00830.png,0,83.8
us_imu_20260909_165434,919,images/us_imu_20260909_165434_00919.png,masks/us_imu_20260909_165434_00919.png,0,95.5
us_imu_20260909_165434,985,images/us_imu_20260909_165434_00985.png,masks/us_imu_20260909_165434_00985.png,0,102.1
us_imu_20260909_181041,33,images/us_imu_20260909_181041_00033.png,masks/us_imu_20260909_181041_00033.png,0,3.3
us_imu_20260909_181041,131,images/us_imu_20260909_181041_00131.png,masks/us_imu_20260909_181041_00131.png,0,13.1
us_imu_20260909_181041,200,images/us_imu_20260909_181041_00200.png,masks/us_imu_20260909_181041_00200.png,0,20.0
us_imu_20260909_181041,281,images/us_imu_20260909_181041_00281.png,masks/us_imu_20260909_181041_00281.png,0,28.1
us_imu_20260909_181041,391,images/us_imu_20260909_181041_00391.png,masks/us_imu_20260909_181041_00391.png,0,39.1
us_imu_20260909_181041,519,images/us_imu_20260909_181041_00519.png,masks/us_imu_20260909_181041_00519.png,0,51.9
us_imu_20260909_181041,578,images/us_imu_20260909_181041_00578.png,masks/us_imu_20260909_181041_00578.png,0,57.8
us_imu_20260909_181041,635,images/us_imu_20260909_181041_00635.png,masks/us_imu_20260909_181041_00635.png,0,63.5
us_imu_20260909_181041,719,images/us_imu_20260909_181041_00719.png,masks/us_imu_20260909_181041_00719.png,0,71.9
us_imu_20260909_181041,799,images/us_imu_20260909_181041_00799.png,masks/us_imu_20260909_181041_00799.png,0,79.9
us_imu_20260909_181041,845,images/us_imu_20260909_181041_00845.png,masks/us_imu_20260909_181041_00845.png,0,84.5
us_imu_20260909_181041,924,images/us_imu_20260909_181041_00924.png,masks/us_imu_20260909_181041_00924.png,0,92.4
us_imu_20260909_181041,994,images/us_imu_20260909_181041_00994.png,masks/us_imu_20260909_181041_00994.png,0,99.4
us_imu_20260909_181310,46,images/us_imu_20260909_181310_00046.png,masks/us_imu_20260909_181310_00046.png,0,4.6
us_imu_20260909_181310,83,images/us_imu_20260909_181310_00083.png,masks/us_imu_20260909_181310_00083.png,0,8.3
us_imu_20260909_181310,180,images/us_imu_20260909_181310_00180.png,masks/us_imu_20260909_181310_00180.png,0,18.0
us_imu_20260909_181310,234,images/us_imu_20260909_181310_00234.png,masks/us_imu_20260909_181310_00234.png,0,23.4
